time,force_1,force_2,acc_1,acc_2,acc_3,acc_4
15.45,1.23816,-1.23816,-0.001010268,-0.0006351313,0.0006349434,0.001010427
15.455,-0.6650617,0.6650617,-0.00117893,-0.0007198781,0.0007290395,0.001184692
15.46,0.937377,-0.937377,-0.001310463,-0.0008043793,0.0008004659,0.001292657
15.465,-0.7841423,0.7841423,-0.001378956,-0.0008565555,0.0008439421,0.00136848
15.47,1.826209,-1.826209,-0.001416956,-0.0008850586,0.0008704753,0.001418972
15.475,-1.133771,1.133771,-0.001386954,-0.0008458402,0.0008526047,0.00138912
15.48,1.328479,-1.328479,-0.001319649,-0.0008322666,0.0008300874,0.001340219
15.485,-0.6564861,0.6564861,-0.001227787,-0.0007542198,0.0007478175,0.001205666
15.49,2.013246,-2.013246,-0.001077201,-0.0006690842,0.0006616643,0.00108565
15.495,0.5913207,-0.5913207,-0.0008213296,-0.0005305813,0.000514291,0.0008308678
15.5,-1.016017,1.016017,-0.0005586068,-0.0003456817,0.0003451261,0.000571645
15.505,-0.5222385,0.5222385,-0.000318917,-0.0001983613,0.0001893281,0.0003141321
15.51,0.7811812,-0.7811812,-9.19988e-05,-4.616824e-05,4.33852e-05,9.185394e-05
15.515,1.052644,-1.052644,0.0001768877,0.0001130255,-0.0001146308,-0.0001751526
15.52,-0.07071559,0.07071559,0.0004799776,0.0002993537,-0.0003007129,-0.000474931
15.525,0.04465828,-0.04465828,0.0007705234,0.0004589774,-0.0004772986,-0.0007610306
15.53,0.758353,-0.758353,0.001016049,0.0006314063,-0.0006297884,-0.00103797
15.535,0.1317984,-0.1317984,0.001278282,0.0007997915,-0.0007893334,-0.001281652
15.54,-1.293505,1.293505,0.00151521,0.0009342144,-0.0009353528,-0.001517178
15.545,-0.812974,0.812974,0.001669181,0.001021156,-0.001015011,-0.001653858
15.55,0.2351199,-0.2351199,0.0017259,0.001054869,-0.001062676,-0.001727657
15.555,1.215482,-1.215482,0.00173161,0.001077834,-0.001079621,-0.001756585
15.56,1.615982,-1.615982,0.001783206,0.001096924,-0.001101398,-0.001786078
15.565,0.7795294,-0.7795294,0.00184923,0.001139017,-0.001137145,-0.001848075
15.57,0.2872908,-0.2872908,0.001896613,0.001167552,-0.001164924,-0.001902301
15.575,0.7488139,-0.7488139,0.001910427,0.001191392,-0.001178648,-0.001922003
15.58,-0.6667509,0.6667509,0.001925711,0.001189802,-0.00118158,-0.001915453
15.585,-0.153231,0.153231,0.001855729,0.001137653,-0.00112689,-0.001839179
15.59,-0.8241307,0.8241307,0.001736412,0.001078009,-0.001063435,-0.001714724
15.595,-1.248743,1.248743,0.001525168,0.0009429549,-0.0009411934,-0.001530954
15.6,0.333549,-0.333549,0.001238331,0.0007688982,-0.000773519,-0.001238865
15.605,0.1855133,-0.1855133,0.0009435449,0.0005880174,-0.0005813394,-0.0009363304
15.61,0.6876525,-0.6876525,0.0006260908,0.0003929267,-0.0003905251,-0.0006426587
15.615,0.5461118,-0.5461118,0.0003486368,0.0002068172,-0.000204818,-0.0003399051
15.62,0.2426443,-0.2426443,8.437094e-05,3.513831e-05,-4.520481e-05,-8.610135e-05
15.625,0.5566167,-0.5566167,-0.000191518,-0.000131694,0.0001103434,0.0001704745
15.63,-0.0426831,0.0426831,-0.0004155338,-0.0002426854,0.0002525079,0.0004151043
15.635,0.4128914,-0.4128914,-0.0006044676,-0.0003804708,0.0003817675,0.0006094175
15.64,-0.7261444,0.7261444,-0.0007906842,-0.0004911853,0.000496139,0.0007906817
15.645,0.3697059,-0.3697059,-0.0009764467,-0.0006008171,0.0006109266,0.0009727994
15.65,0.6684177,-0.6684177,-0.001128174,-0.0006929253,0.0006841984,0.001119289
15.655,-0.6696814,0.6696814,-0.001206752,-0.0007422696,0.0007516048,0.001205515
15.66,0.0518321,-0.0518321,-0.001283779,-0.0007991232,0.000788383,0.001287874
15.665,-0.6236025,0.6236025,-0.001335972,-0.0008223998,0.0008293399,0.001326959
15.67,-0.5265067,0.5265067,-0.00136966,-0.0008434667,0.0008499019,0.001372894
15.675,-1.124929,1.124929,-0.001420065,-0.000873281,0.0008663092,0.001395865
15.68,1.265775,-1.265775,-0.001439283,-0.0008757318,0.0008884654,0.001453033
15.685,1.065685,-1.065685,-0.001392679,-0.0008691058,0.0008576746,0.001385113
15.69,0.5374339,-0.5374339,-0.001274241,-0.0007825125,0.0007753655,0.001265105
15.695,1.972196,-1.972196,-0.001071496,-0.0006684182,0.0006659421,0.001070253
15.7,-0.1892457,0.1892457,-0.0008076599,-0.0004882635,0.000496254,0.0007832753
15.705,3.031762,-3.031762,-0.0004802349,-0.000300713,0.0002958558,0.0004851378
15.71,-0.2275294,0.2275294,-4.86297e-05,-4.157877e-05,3.227682e-05,6.69003e-05
15.715,0.2551934,-0.2551934,0.0003773057,0.0002344523,-0.0002349749,-0.0003597498
15.72,-0.3977779,0.3977779,0.0007796448,0.0004843608,-0.0004970661,-0.0007825148
15.725,0.3723256,-0.3723256,0.001186828,0.0007288371,-0.0007268113,-0.001176318
15.73,0.8356149,-0.8356149,0.001534837,0.0009424991,-0.0009423882,-0.001535273
15.735,-0.1139164,0.1139164,0.001892194,0.001161386,-0.001162664,-0.001883474
15.74,1.77672,-1.77672,0.002195034,0.001350907,-0.001351733,-0.002188254
15.745,0.2391493,-0.2391493,0.002513951,0.001540542,-0.001545203,-0.00250166
15.75,0.2704854,-0.2704854,0.002778197,0.001705952,-0.001708232,-0.002771809
15.755,-0.9089977,0.9089977,0.002966194,0.001842135,-0.001830331,-0.002957667
15.76,0.4184991,-0.4184991,0.003061405,0.001904407,-0.00189762,-0.003067418
15.765,-0.1340272,0.1340272,0.003095154,0.00190075,-0.001903325,-0.003085806
15.77,-0.6082397,0.6082397,0.003035853,0.001884377,-0.00188769,-0.003031861
15.775,-0.7764744,0.7764744,0.002891202,0.001784356,-0.001787938,-0.002897096
15.78,2.671763,-2.671763,0.002657561,0.001635291,-0.001632504,-0.002645213
15.785,-0.2634773,0.2634773,0.002438642,0.001497995,-0.001506461,-0.002447764
15.79,-1.456985,1.456985,0.002164637,0.001345054,-0.001341545,-0.002162908
15.795,-0.6982215,0.6982215,0.001799194,0.001098367,-0.001112069,-0.001788799
15.8,-0.05156784,0.05156784,0.001357069,0.0008316305,-0.0008285953,-0.001350903
15.805,0.546667,-0.546667,0.0008714107,0.0005362065,-0.0005326691,-0.000867268
15.81,0.5547965,-0.5547965,0.0004016142,0.0002510913,-0.0002571798,-0.0004114098
15.815,0.6766146,-0.6766146,-4.168707e-05,-1.376948e-05,1.552358e-05,4.141492e-05
15.82,-0.6448603,0.6448603,-0.0004523007,-0.0002850825,0.000290497,0.0004538512
15.825,0.3404404,-0.3404404,-0.0008545129,-0.0005358125,0.0005330351,0.000849996
15.83,-0.8760595,0.8760595,-0.001228802,-0.0007662948,0.0007611898,0.00122827
15.835,-0.619643,0.619643,-0.001622588,-0.0009910136,0.001000785,0.001599403
15.84,-0.917709,0.917709,-0.001966461,-0.001216355,0.001226186,0.0019664
15.845,-1.188389,1.188389,-0.002315031,-0.001426167,0.001438713,0.002327286
15.85,1.064209,-1.064209,-0.002635645,-0.001636576,0.00164127,0.002648881
15.855,0.6886117,-0.6886117,-0.002876459,-0.001774173,0.001774258,0.002877462
15.86,0.9766654,-0.9766654,-0.002973632,-0.001848895,0.00185015,0.002996511
15.865,0.03931307,-0.03931307,-0.002988182,-0.001862132,0.001852892,0.002995341
15.87,0.7768077,-0.7768077,-0.002909122,-0.001788363,0.00179484,0.002903797
15.875,-1.761289,1.761289,-0.002744739,-0.001691036,0.00168849,0.002738874
15.88,0.8630875,-0.8630875,-0.002558482,-0.001580961,0.001580065,0.002559021
15.885,0.1771198,-0.1771198,-0.00230545,-0.001423914,0.001417281,0.002283272
15.89,0.6271096,-0.6271096,-0.001970797,-0.001208731,0.001218613,0.001976553
15.895,0.3800233,-0.3800233,-0.001578465,-0.0009800123,0.0009612092,0.001564763
15.9,-0.9870552,0.9870552,-0.001147011,-0.0007059842,0.0007013472,0.001140816
15.905,-1.49804,1.49804,-0.0007089144,-0.0004428324,0.0004428793,0.0007192264
15.91,-0.7120542,0.7120542,-0.0003401522,-0.0002092417,0.0002055201,0.0003417463
15.915,0.5649173,-0.5649173,-4.256614e-06,-2.080724e-06,8.229296e-06,1.470818e-05
15.92,0.6900914,-0.6900914,0.000360877,0.0002239139,-0.0002226078,-0.0003708772
15.925,-1.367942,1.367942,0.000724507,0.0004496258,-0.0004459448,-0.0007101916
15.93,-0.9810994,0.9810994,0.001002284,0.0006246651,-0.0006127867,-0.00100993
15.935,-0.7232357,0.7232357,0.001231438,0.0007656824,-0.0007573345,-0.001214853
15.94,-0.3573051,0.3573051,0.001383438,0.0008469577,-0.0008580942,-0.001391349
15.945,-1.362051,1.362051,0.001471799,0.0009087559,-0.0009057483,-0.001475864
15.95,-1.422052,1.422052,0.00145966,0.0009107433,-0.0009008151,-0.001477796
15.955,-0.8218353,0.8218353,0.001400335,0.0008540587,-0.0008442945,-0.001382934
15.96,0.08625384,-0.08625384,0.001207125,0.0007553503,-0.0007433639,-0.001198193
15.965,-1.180594,1.180594,0.001007927,0.0006218829,-0.0006251043,-0.001017019
15.97,-0.1158035,0.1158035,0.0007519896,0.0004648312,-0.000459819,-0.0007495164
15.975,1.058553,-1.058553,0.0004664217,0.0002851197,-0.0002837155,-0.000470258
15.98,-1.30178,1.30178,0.0002061135,0.0001297778,-0.0001317787,-0.0002132542
15.985,-0.2064458,0.2064458,-7.851467e-05,-5.170615e-05,5.880126e-05,7.941783e-05
15.99,1.024757,-1.024757,-0.0004020225,-0.000238344,0.0002496777,0.0003829582
15.995,-0.4182684,0.4182684,-0.0006510943,-0.0003968404,0.0003940376,0.0006450945
16.0,-0.5736697,0.5736697,-0.0008972518,-0.0005543252,0.0005528445,0.0008933988
16.005,1.163496,-1.163496,-0.001127118,-0.0006988143,0.0007019936,0.001127911
16.01,-0.3062021,0.3062021,-0.001290481,-0.0008065537,0.0008087755,0.00127611
16.015,1.104495,-1.104495,-0.001445535,-0.0008873004,0.0008929624,0.001456161
16.02,0.4289654,-0.4289654,-0.001495801,-0.0009268346,0.0009254203,0.001498532
16.025,-0.3428447,0.3428447,-0.00151219,-0.0009293981,0.0009285683,0.00149844
16.03,0.4796905,-0.4796905,-0.001479009,-0.0009126238,0.0009090824,0.001470699
16.035,0.3204495,-0.3204495,-0.001396176,-0.0008609021,0.0008608537,0.001397707
16.04,1.020883,-1.020883,-0.001262092,-0.0007845391,0.0007824639,0.001263409
16.045,-0.5483455,0.5483455,-0.001089372,-0.0006680638,0.0006604906,0.001079849
16.05,0.04120607,-0.04120607,-0.000878155,-0.0005321874,0.000540304,0.0008692557
16.055,-0.06151568,0.06151568,-0.0006459459,-0.0004060775,0.0003952356,0.0006493809
16.06,0.7041481,-0.7041481,-0.0004104584,-0.0002598926,0.0002526785,0.0004236021
16.065,-1.025179,1.025179,-0.0001635303,-0.0001014989,9.796814e-05,0.0001526253
16.07,1.016977,-1.016977,6.862556e-05,4.464995e-05,-3.51824e-05,-6.828878e-05
16.075,0.4663288,-0.4663288,0.0003259255,0.0002063415,-0.0002181239,-0.0003320356
16.08,-1.316925,1.316925,0.000603529,0.0003643406,-0.0003693404,-0.0005963554
16.085,1.208263,-1.208263,0.0008024168,0.0004949635,-0.0005005302,-0.0008056182
16.09,2.234093,-2.234093,0.001037398,0.0006315826,-0.0006247553,-0.001026926
16.095,1.001834,-1.001834,0.001324533,0.0008136673,-0.0008143575,-0.00131214
16.1,1.426985,-1.426985,0.001620362,0.001008627,-0.001007444,-0.001629089
16.105,0.08537138,-0.08537138,0.001936561,0.001195838,-0.001193746,-0.001938194
16.11,-1.661505,1.661505,0.00220765,0.001365147,-0.001358817,-0.002201725
16.115,-1.84412,1.84412,0.002346573,0.001456647,-0.001452006,-0.002361286
16.12,0.255082,-0.255082,0.002361986,0.001452887,-0.00145115,-0.002348256
16.125,-0.5919788,0.5919788,0.00230957,0.001417672,-0.001419524,-0.002316574
16.13,-0.9145763,0.9145763,0.002185516,0.001345078,-0.001339573,-0.002175977
16.135,-0.06274668,0.06274668,0.001953088,0.001213064,-0.001217357,-0.001958131
16.14,0.6155853,-0.6155853,0.00169842,0.001050613,-0.001050248,-0.001694067
16.145,-1.452758,1.452758,0.0014046,0.0008695614,-0.0008709302,-0.001401888
16.15,-0.4488776,0.4488776,0.001047523,0.000642985,-0.0006464627,-0.001042762
16.155,1.509871,-1.509871,0.0006213362,0.0003921033,-0.0003927558,-0.0006368975
16.16,-1.075288,1.075288,0.0002750434,0.0001692511,-0.0001735845,-0.0002627696
16.165,0.8697612,-0.8697612,-0.0001302142,-7.4753e-05,8.025004e-05,0.000109344
16.17,-0.4847308,0.4847308,-0.0004853484,-0.0003035949,0.0003060875,0.0004888911
16.175,0.5457938,-0.5457938,-0.0008373739,-0.0005112959,0.0005103172,0.0008366353
16.18,1.097328,-1.097328,-0.001151223,-0.0007043688,0.0007221198,0.001146566
16.185,0.7412818,-0.7412818,-0.001377949,-0.0008541252,0.0008515706,0.001374039
16.19,0.9091596,-0.9091596,-0.001525865,-0.0009485325,0.0009481452,0.00151168
16.195,-1.151594,1.151594,-0.00161692,-0.00100065,0.00100417,0.00161737
16.2,1.11366,-1.11366,-0.001686642,-0.001030739,0.001045481,0.001691319
16.205,-0.8526931,0.8526931,-0.001686909,-0.001057731,0.001045011,0.001684367
16.21,0.2595418,-0.2595418,-0.001680731,-0.001025286,0.001036487,0.001684836
16.215,0.2582462,-0.2582462,-0.001611586,-0.001002078,0.001006022,0.001621955
16.22,0.4851226,-0.4851226,-0.001514088,-0.000934915,0.0009325177,0.001517372
16.225,0.3369567,-0.3369567,-0.001321993,-0.0008210144,0.0008185667,0.001330921
16.23,-0.84381,0.84381,-0.001139891,-0.0006995733,0.0007032134,0.001137894
16.235,-1.349867,1.349867,-0.0009388406,-0.0005673722,0.0005720323,0.0009335215
16.24,0.8723487,-0.8723487,-0.0007542515,-0.0004720232,0.0004689915,0.0007711951
16.245,0.1858346,-0.1858346,-0.0005480224,-0.0003402108,0.00034388,0.0005469731
16.25,1.149377,-1.149377,-0.0003119925,-0.0001948098,0.0002053037,0.000313236
16.255,-0.04473293,0.04473293,-3.211715e-05,-1.185302e-05,3.31169e-05,3.964597e-05
16.26,-1.405164,1.405164,0.0002375674,0.0001472858,-0.0001539652,-0.0002418553
16.265,0.9661297,-0.9661297,0.0004545546,0.0002859179,-0.000283809,-0.000455278
16.27,-0.3703706,0.3703706,0.0006996475,0.0004292135,-0.0004260915,-0.0006885797
16.275,0.3420035,-0.3420035,0.0009071899,0.0005569284,-0.0005623478,-0.000889139
16.28,-0.6474594,0.6474594,0.001089311,0.0006792399,-0.0006650105,-0.001085344
16.285,1.644302,-1.644302,0.001229025,0.0007640567,-0.0007682464,-0.001231625
16.29,-0.8765648,0.8765648,0.001404775,0.0008589833,-0.000848855,-0.001382757
16.295,-0.3374298,0.3374298,0.001497363,0.0009219362,-0.0009304086,-0.001477737
16.3,0.1074487,-0.1074487,0.001540826,0.0009463453,-0.000952293,-0.001542757
16.305,-1.092182,1.092182,0.001548357,0.0009550174,-0.0009504059,-0.00155582
16.31,0.3305195,-0.3305195,0.001491495,0.0009156783,-0.0009063259,-0.001472131
16.315,1.61191,-1.61191,0.001380595,0.0008542524,-0.0008582645,-0.001375512
16.32,-0.4904622,0.4904622,0.001313781,0.0008109768,-0.0008114126,-0.001328646
16.325,0.3951428,-0.3951428,0.001219272,0.0007573134,-0.0007516719,-0.00122354
16.33,-2.749435,2.749435,0.001081531,0.0006733161,-0.0006602008,-0.001080242
16.335,-0.0389292,0.0389292,0.0008350736,0.0005070411,-0.0005133271,-0.0008390123
16.34,-0.3130423,0.3130423,0.0005420417,0.0003308493,-0.0003338264,-0.000540266
16.345,-0.8184976,0.8184976,0.0002368997,0.0001495535,-0.0001397183,-0.0002289032
16.35,1.08145,-1.08145,-9.581915e-05,-6.815485e-05,6.184142e-05,0.0001179442
16.355,-0.3262437,0.3262437,-0.0004024207,-0.0002444185,0.000251371,0.0003974282
16.36,-0.1774775,0.1774775,-0.0006755174,-0.0004305112,0.0004250674,0.0006711596
16.365,-0.3771929,0.3771929,-0.0009658768,-0.0005978907,0.0005901516,0.0009804169
16.37,-1.916816,1.916816,-0.001231628,-0.0007511269,0.0007634598,0.001241105
16.375,-1.131986,1.131986,-0.00155113,-0.0009656635,0.0009596936,0.001556852
16.38,0.9610935,-0.9610935,-0.001872571,-0.001156784,0.001151345,0.001863732
16.385,-2.109951,2.109951,-0.002112648,-0.001310301,0.001298607,0.0021189
16.39,-0.7663153,0.7663153,-0.002358791,-0.001463612,0.00147231,0.0023798
16.395,-0.3997201,0.3997201,-0.002626272,-0.001626185,0.00160993,0.002611729
16.4,1.743622,-1.743622,-0.00278736,-0.001720474,0.001727087,0.002802994
16.405,0.7686038,-0.7686038,-0.002858273,-0.001758821,0.001751969,0.002835744
16.41,-0.5571705,0.5571705,-0.002787512,-0.001728632,0.001716782,0.002760283
16.415,1.304514,-1.304514,-0.002665163,-0.001647694,0.001655125,0.002679416
16.42,-0.7405158,0.7405158,-0.002473017,-0.001521884,0.001521423,0.002453278
16.425,1.0091,-1.0091,-0.002206138,-0.001352833,0.001351041,0.002181504
16.43,-1.358877,1.358877,-0.001858843,-0.001154353,0.001148806,0.001877813
16.435,1.073258,-1.073258,-0.001536054,-0.0009484038,0.0009495606,0.001526778
16.44,-0.4061336,0.4061336,-0.001137358,-0.0006990693,0.0007005078,0.001144461
16.445,-1.028504,1.028504,-0.0007317153,-0.0004469701,0.0004573858,0.0007250248
16.45,-0.2171436,0.2171436,-0.000363698,-0.0002177722,0.00022048,0.0003550065
16.455,0.2773442,-0.2773442,1.757996e-05,5.761909e-06,-1.444896e-05,-2.626278e-05
16.46,-0.4947484,0.4947484,0.0003939907,0.0002465828,-0.0002296858,-0.0003888632
16.465,0.5539535,-0.5539535,0.0007263982,0.000447448,-0.0004481312,-0.0007278085
16.47,-0.5829939,0.5829939,0.001065165,0.000649086,-0.0006443514,-0.001072202
16.475,0.6203724,-0.6203724,0.001339505,0.0008341656,-0.0008305875,-0.001328875
16.48,0.4422221,-0.4422221,0.001612697,0.0009985231,-0.0009966286,-0.001621393
16.485,-0.06092305,0.06092305,0.001863645,0.001150313,-0.001143722,-0.001862475
16.49,-0.4413823,0.4413823,0.002050175,0.001263689,-0.001258562,-0.002038921
16.495,0.1515408,-0.1515408,0.002165574,0.00133755,-0.001344673,-0.002170745
16.5,0.5502537,-0.5502537,0.002242298,0.001392131,-0.001384884,-0.002240815
16.505,2.061799,-2.061799,0.00229843,0.001418578,-0.001419963,-0.002288631
16.51,0.9394204,-0.9394204,0.002376929,0.001465318,-0.001465762,-0.002363553
16.515,0.9759899,-0.9759899,0.002429422,0.001510135,-0.001502428,-0.00242692
16.52,3.088512,-3.088512,0.002493281,0.001543022,-0.00153825,-0.002487996
16.525,0.5159585,-0.5159585,0.002609,0.001597971,-0.001606102,-0.002598853
16.53,0.4846435,-0.4846435,0.002683141,0.001659562,-0.001640061,-0.00265859
16.535,0.7040151,-0.7040151,0.002706316,0.001680341,-0.001675768,-0.002704653
16.54,-1.008966,1.008966,0.002698129,0.001668211,-0.001670472,-0.002695511
16.545,-0.4439016,0.4439016,0.002602774,0.001608018,-0.001592442,-0.002591851
16.55,-0.5061693,0.5061693,0.002398909,0.001478618,-0.001479526,-0.002387272
16.555,0.647614,-0.647614,0.002131103,0.001317262,-0.001316191,-0.002120564
16.56,-0.1741746,0.1741746,0.001834164,0.001139372,-0.001130929,-0.001841152
16.565,0.1382234,-0.1382234,0.001491691,0.0009229739,-0.0009252094,-0.001485393
16.57,1.087455,-1.087455,0.001130749,0.0006982299,-0.0007037837,-0.001127049
16.575,0.8631507,-0.8631507,0.0007964842,0.0004969471,-0.0004892689,-0.0008182774
16.58,-0.161721,0.161721,0.0004793479,0.0002964934,-0.0003081376,-0.0004753536
16.585,-0.6699951,0.6699951,0.0001579478,9.7401e-05,-9.599275e-05,-0.0001418198
16.59,1.135275,-1.135275,-0.0001973428,-0.0001216768,0.0001193266,0.0001881183
16.595,0.7738912,-0.7738912,-0.0004903674,-0.0003132611,0.0003040687,0.0005028743
16.6,-1.606257,1.606257,-0.0007483725,-0.0004622182,0.0004647829,0.0007388861
16.605,-0.3131539,0.3131539,-0.00103423,-0.0006324647,0.0006402851,0.001027684
16.61,0.1655155,-0.1655155,-0.001306031,-0.0008086704,0.0008076931,0.001311382
16.615,0.7788297,-0.7788297,-0.001561159,-0.0009526018,0.000951049,0.001539834
16.62,0.9101015,-0.9101015,-0.001686186,-0.001053126,0.001048499,0.001697847
16.625,0.283906,-0.283906,-0.001774062,-0.001090901,0.001083219,0.001769525
16.63,0.5852475,-0.5852475,-0.001794898,-0.001111741,0.001105042,0.001776607
16.635,0.0641368,-0.0641368,-0.001744122,-0.00107289,0.001068296,0.001734894
16.64,-0.6738517,0.6738517,-0.001639277,-0.001004722,0.001012546,0.001647129
16.645,-0.2612644,0.2612644,-0.001553745,-0.000950106,0.0009507708,0.001520666
16.65,0.01899119,-0.01899119,-0.001389157,-0.0008615524,0.0008660619,0.001398967
16.655,-0.03467925,0.03467925,-0.001240748,-0.0007641204,0.000760678,0.001233656
16.66,-1.885573,1.885573,-0.001043186,-0.0006581067,0.0006506926,0.001048263
16.665,-0.3974833,0.3974833,-0.0009129913,-0.0005623958,0.0005695384,0.0009206976
16.67,0.05620565,-0.05620565,-0.0007864082,-0.0004952586,0.0004818612,0.0007891216
16.675,-0.28137,0.28137,-0.0006301186,-0.0003934424,0.000389211,0.0006289393
16.68,-0.2468238,0.2468238,-0.0004904189,-0.0002874919,0.0003073833,0.0004857092
16.685,0.4879914,-0.4879914,-0.0003340477,-0.0002052568,0.0002055665,0.0003371508
16.69,-1.078957,1.078957,-0.0001471044,-0.0001074399,0.0001015545,0.0001717569
16.695,-1.628042,1.628042,-2.848587e-05,-2.383202e-05,2.488936e-05,1.782384e-05
16.7,-0.3481698,0.3481698,3.462196e-05,2.145103e-05,-1.671325e-05,-2.005786e-05
16.705,0.7641144,-0.7641144,7.059841e-05,4.355479e-05,-4.130936e-05,-6.149165e-05
16.71,1.687553,-1.687553,0.0001383228,8.413686e-05,-9.172004e-05,-0.000147447
16.715,0.7821282,-0.7821282,0.0002826576,0.0001740894,-0.0001731783,-0.0002802515
16.72,-1.468264,1.468264,0.0004319612,0.0002726903,-0.0002794501,-0.0004473319
16.725,-0.2323672,0.2323672,0.0005240474,0.0003359306,-0.0003321906,-0.0005340065
16.73,0.2566344,-0.2566344,0.0006015044,0.0003692772,-0.0003763465,-0.000593763
16.735,0.1775911,-0.1775911,0.0006535026,0.0004085439,-0.0004017998,-0.0006454823
16.74,0.5393046,-0.5393046,0.000716055,0.0004355124,-0.0004524815,-0.0007025635
16.745,-0.9170489,0.9170489,0.0007563337,0.0004732906,-0.0004753224,-0.0007602665
16.75,0.06494309,-0.06494309,0.0007482192,0.0004660726,-0.0004734733,-0.000756695
16.755,0.4203228,-0.4203228,0.0007479939,0.0004577709,-0.0004498636,-0.0007562379
16.76,0.825671,-0.825671,0.0007318757,0.0004456047,-0.0004465265,-0.0007261475
16.765,-0.8057182,0.8057182,0.0007227345,0.0004476565,-0.000446914,-0.0007114192
16.77,-0.3451569,0.3451569,0.0006671596,0.0004162918,-0.0004093665,-0.0006684894
16.775,-2.703818,2.703818,0.0005829435,0.0003560265,-0.0003608637,-0.0005780219
16.78,-0.621462,0.621462,0.000365846,0.0002356756,-0.0002277218,-0.0003756644
16.785,-0.5244149,0.5244149,0.000115241,7.43048e-05,-7.053757e-05,-0.0001165139
16.79,-1.019585,1.019585,-0.0001569795,-9.606886e-05,0.0001019677,0.0001509086
16.795,0.1656122,-0.1656122,-0.0004774176,-0.0002849236,0.0002832541,0.0004811244
16.8,-0.05594543,0.05594543,-0.0007545035,-0.0004680386,0.0004619045,0.0007378151
16.805,-2.259214,2.259214,-0.001033935,-0.0006399729,0.0006469205,0.0010276
16.81,0.215508,-0.215508,-0.001354271,-0.0008404576,0.0008437942,0.001363003
16.815,-0.9283241,0.9283241,-0.001654282,-0.001031955,0.001018106,0.001647992
16.82,0.485689,-0.485689,-0.001925976,-0.001203045,0.001197068,0.001948067
16.825,-1.281851,1.281851,-0.002146952,-0.001333696,0.001329336,0.002158793
16.83,0.03000654,-0.03000654,-0.002369061,-0.00145681,0.001475813,0.002372855
16.835,-0.2831633,0.2831633,-0.002537517,-0.001560234,0.001564558,0.002513052
16.84,0.3031019,-0.3031019,-0.002636554,-0.001626479,0.001624251,0.002626522
16.845,0.1246973,-0.1246973,-0.002634719,-0.001638872,0.001629706,0.002649264
16.85,-0.2551642,0.2551642,-0.002603768,-0.001612697,0.001603402,0.002601666
16.855,-1.536272,1.536272,-0.002504395,-0.001537843,0.001550211,0.002504097
16.86,-1.477208,1.477208,-0.002402335,-0.001490484,0.001487623,0.002410831
16.865,-0.5838869,0.5838869,-0.002323791,-0.001435199,0.001435291,0.002323504
16.87,-0.008279884,0.008279884,-0.002193799,-0.001361642,0.001361013,0.002207147
16.875,-0.6082479,0.6082479,-0.002044843,-0.001270853,0.001266229,0.002060553
16.88,0.6252119,-0.6252119,-0.001866513,-0.001151666,0.001152011,0.001865888
16.885,-0.2792209,0.2792209,-0.001617631,-0.0009968079,0.0009941126,0.001601024
16.89,-0.9650127,0.9650127,-0.001330598,-0.0008222058,0.0008313867,0.001330591
16.895,-0.2780963,0.2780963,-0.001075748,-0.0006625335,0.0006692385,0.001083281
16.9,0.2258598,-0.2258598,-0.0007932422,-0.0004920462,0.0004949284,0.0008053293
16.905,0.3248847,-0.3248847,-0.000488321,-0.0003137866,0.0003100535,0.0005094754
16.91,1.878379,-1.878379,-0.0001843233,-0.0001119364,0.0001153792,0.0001680998
16.915,-0.6689093,0.6689093,0.0002074393,0.0001359878,-0.000131272,-0.00020139
16.92,-0.07347866,0.07347866,0.0005693441,0.0003607532,-0.000361298,-0.0005817287
16.925,0.4261239,-0.4261239,0.0009098721,0.0005665022,-0.0005731287,-0.0009189604
16.93,-0.02342296,0.02342296,0.001242479,0.0007697645,-0.0007635626,-0.001247929
16.935,-0.5006181,0.5006181,0.001537615,0.0009530259,-0.0009453093,-0.001547827
16.94,-1.549257,1.549257,0.001759257,0.001086159,-0.001085794,-0.001759816
16.945,-0.5108346,0.5108346,0.001882207,0.001157661,-0.001161046,-0.001885267
16.95,-1.073702,1.073702,0.001917531,0.001177783,-0.001187305,-0.00192726
16.955,-1.726607,1.726607,0.001870155,0.001154756,-0.001154967,-0.001849122
16.96,-0.7956788,0.7956788,0.00171589,0.001043829,-0.001043479,-0.001702184
16.965,-1.047092,1.047092,0.00143785,0.0008869303,-0.000895829,-0.001450396
16.97,0.5837865,-0.5837865,0.001114147,0.0006919683,-0.0006812986,-0.001129455
16.975,0.6010918,-0.6010918,0.0007874762,0.0004907269,-0.0004837205,-0.0007825268
16.98,-0.9038793,0.9038793,0.000461841,0.0002886778,-0.0002860432,-0.0004819477
16.985,-0.2602286,0.2602286,0.0001157526,7.281165e-05,-7.817181e-05,-0.000112218
16.99,-1.858243,1.858243,-0.0002550616,-0.0001557067,0.0001622169,0.0002581579
16.995,-0.49434,0.49434,-0.0006888596,-0.0004249184,0.0004328041,0.0006928448
17.0,0.3989819,-0.3989819,-0.001109851,-0.0006896974,0.0006905459,0.001124819
17.005,0.8249379,-0.8249379,-0.001502153,-0.0009276047,0.00092921,0.001495268
17.01,-0.7130471,0.7130471,-0.001810896,-0.001122954,0.001125247,0.001820263
17.015,1.051855,-1.051855,-0.002101864,-0.001304759,0.001305719,0.002099297
