time,force,acc_1,acc_2
1.293945,0.99615547,-0.00033506,0.00019276
1.294922,0.30242568,-0.00032942,0.00020402
1.295898,-1.58340792,-0.00032445,0.00022422
1.296875,-0.11315694,-0.00033108,0.00022467
1.297852,0.78021035,-0.00031898,0.00021599
1.298828,-1.88009506,-0.00033272,0.00020461
1.299805,-1.05212204,-0.00033145,0.00020074
1.300781,0.82688336,-0.00032819,0.00017801
1.301758,0.39860124,-0.00032151,0.00016646
1.302734,0.39768822,-0.0002988,0.0001529
1.303711,1.86973929,-0.00029155,0.00014723
1.304688,0.49705644,-0.00027514,0.00014401
1.305664,0.63721767,-0.00024383,0.00014606
1.306641,2.71113926,-0.00021973,0.00014729
1.307617,-0.21402217,-0.00019623,0.00014143
1.308594,-0.84387574,-0.00017708,0.00013159
1.30957,0.44986554,-0.00016986,0.00011767
1.310547,0.35600475,-0.00014624,9.603e-05
1.311523,-0.43852183,-0.00012812,6.599e-05
1.3125,-0.99249596,-0.00011598,4.739e-05
1.313477,2.34200407,-9.261e-05,2.594e-05
1.314453,0.23945834,-7.667e-05,1.707e-05
1.31543,-0.77216419,-4.572e-05,1.739e-05
1.316406,0.98583999,-1.11e-05,1.104e-05
1.317383,0.09973887,2.546e-05,1.662e-05
1.318359,-0.19276638,5.231e-05,5.18e-06
1.319336,0.61445025,7.611e-05,-6.5e-06
1.320312,-1.26546638,9.705e-05,-2.223e-05
1.321289,0.30998246,0.00011715,-4.537e-05
1.322266,1.96303042,0.0001287,-7.144e-05
1.323242,0.41076662,0.00015248,-0.00010086
1.324219,-0.43712687,0.00017367,-0.00011934
1.325195,-0.5711873,0.00020359,-0.00013813
1.326172,-0.36124313,0.00022855,-0.00014375
1.327148,-0.25685166,0.00025065,-0.00016215
1.328125,-0.37273151,0.00027622,-0.00015892
1.329102,0.91553634,0.00029107,-0.00016883
1.330078,-1.78985341,0.00030416,-0.00016543
1.331055,0.82824991,0.00032417,-0.00017715
1.332031,-0.41090541,0.00033137,-0.00019312
1.333008,0.30623671,0.00034653,-0.00019646
1.333984,-1.15235898,0.00034474,-0.00022259
1.334961,1.27422141,0.00034744,-0.00022616
1.335938,1.2747027,0.00035271,-0.00023018
1.336914,0.99284956,0.00034499,-0.00022708
1.337891,-1.57984869,0.00035543,-0.0002307
1.338867,0.81419502,0.00034033,-0.00021688
1.339844,0.49824914,0.00034707,-0.00019788
1.34082,-1.65462171,0.00033955,-0.00018395
1.341797,-0.00282963,0.00033562,-0.00017355
1.342773,0.36984419,0.00031027,-0.00016156
1.34375,0.61106768,0.0002942,-0.0001675
1.344727,0.1921288,0.0002905,-0.00015957
1.345703,0.2695293,0.00026561,-0.00015722
1.34668,1.47697086,0.00024882,-0.00015631
1.347656,1.23012832,0.00022803,-0.00013821
1.348633,-2.87166891,0.00022088,-0.00013014
1.349609,-0.38381419,0.00019946,-0.00011144
1.350586,-0.10210074,0.00018114,-0.0001012
1.351562,-1.69843729,0.00015462,-8.071e-05
1.352539,0.04164109,0.00014446,-7.459e-05
1.353516,1.23362573,0.00011524,-6.861e-05
1.354492,-1.09789382,9.672e-05,-4.868e-05
1.355469,0.27820671,7.073e-05,-4.608e-05
1.356445,-1.00975777,5.553e-05,-3.736e-05
1.357422,-0.7056552,3.948e-05,-3.199e-05
1.358398,1.45946002,1.092e-05,-1.632e-05
1.359375,-0.61507844,-1.558e-05,-7.97e-06
1.360352,0.47111774,-3.512e-05,1.78e-06
1.361328,-1.81270499,-5.754e-05,1.229e-05
1.362305,1.90469154,-8.139e-05,4.281e-05
1.363281,0.59627782,-0.00010343,5.798e-05
1.364258,-0.2751065,-0.00013321,7.366e-05
1.365234,0.61155954,-0.00014977,8.22e-05
1.366211,-1.4024532,-0.00018389,9.858e-05
1.367188,1.20388343,-0.00019447,0.00011435
1.368164,-0.22656309,-0.00022717,0.00012246
1.369141,-0.24557276,-0.00023586,0.00013418
1.370117,-0.63631189,-0.00027737,0.00015515
1.371094,-0.6336596,-0.00027178,0.00016146
1.37207,0.71912764,-0.00030731,0.00016932
1.373047,0.25726172,-0.0003178,0.00018982
1.374023,0.59057922,-0.00031934,0.00019675
1.375,-0.08023266,-0.00032506,0.00020304
1.375977,0.49535644,-0.00033599,0.00021442
1.376953,-0.48155029,-0.00033284,0.00022146
1.37793,2.25592931,-0.0003451,0.00022394
1.378906,-1.58863278,-0.00034215,0.00022194
1.379883,1.22938173,-0.00034002,0.0002185
1.380859,1.32975216,-0.00033676,0.00020483
1.381836,-0.83891888,-0.00033679,0.00019599
1.382812,2.23141764,-0.0003153,0.00019262
1.383789,1.00565246,-0.00030139,0.00018441
1.384766,0.98020284,-0.00027702,0.00017334
1.385742,0.02438942,-0.00027106,0.00016811
1.386719,-0.26921168,-0.00024643,0.00015563
1.387695,-0.24616042,-0.00021439,0.00013993
1.388672,0.37067117,-0.00019825,0.00013562
1.389648,1.50510369,-0.00017476,0.00010683
1.390625,0.11344287,-0.000152,9.142e-05
1.391602,-0.93252587,-0.00012789,6.609e-05
1.392578,0.82937171,-9.562e-05,5.521e-05
1.393555,0.90588751,-7.995e-05,3.137e-05
1.394531,0.70870001,-5.926e-05,2.814e-05
1.395508,0.72997577,-2.167e-05,1.685e-05
1.396484,-0.28272989,-3.9e-07,1.85e-06
1.397461,-0.88799833,2.971e-05,-1.136e-05
1.398438,-0.77708123,5.823e-05,-2.664e-05
1.399414,-1.56464012,7.518e-05,-4.287e-05
1.400391,0.2300724,9.877e-05,-6.062e-05
1.401367,-0.08594026,0.00012575,-8.026e-05
1.402344,-0.43763686,0.00014066,-9.351e-05
1.40332,-2.94822204,0.00017011,-0.00011454
1.404297,-1.28995471,0.00017744,-0.00011952
1.405273,1.1679686,0.00019537,-0.00013815
1.40625,-0.65422975,0.00023055,-0.00014564
1.407227,0.35833458,0.0002274,-0.00014587
1.408203,-1.45464749,0.00025154,-0.00014815
1.40918,1.44183963,0.00027455,-0.00016032
1.410156,-0.23929116,0.00027363,-0.00015906
1.411133,0.2607727,0.0002885,-0.00017007
1.412109,2.29744559,0.00028851,-0.00016998
1.413086,1.53088125,0.00028759,-0.00017268
1.414062,-0.21197449,0.00028861,-0.00016989
1.415039,-0.56444269,0.00027688,-0.00017399
1.416016,-0.25266367,0.00028567,-0.00017253
1.416992,0.54236432,0.00028619,-0.00016363
1.417969,-0.04861319,0.00028331,-0.00015608
1.418945,-0.30179638,0.00029297,-0.00016072
1.419922,1.43035636,0.00027607,-0.00014672
1.420898,-0.15431895,0.00027406,-0.00014035
1.421875,2.33324262,0.00027191,-0.0001407
1.422852,0.09055747,0.00026297,-0.0001291
1.423828,1.79640626,0.00025237,-0.00013205
1.424805,0.34480689,0.00024483,-0.00011554
1.425781,0.93295776,0.00023434,-0.00011911
1.426758,-0.64305669,0.00022948,-0.00011416
1.427734,-0.90910253,0.00021526,-0.00010664
1.428711,0.49424415,0.00020865,-0.00011224
1.429688,1.0149316,0.00018855,-0.00012044
1.430664,-0.03919699,0.00018595,-0.00011695
1.431641,-1.32819691,0.00018521,-0.0001015
1.432617,-1.39360393,0.000165,-0.00010273
1.433594,-1.39872741,0.0001657,-8.889e-05
1.43457,-1.78609075,0.00014248,-7.734e-05
1.435547,0.10517861,0.00012523,-8.161e-05
1.436523,1.05169737,0.00010883,-7.551e-05
1.4375,0.10362048,8.816e-05,-6.898e-05
1.438477,-2.2568323,5.882e-05,-6.626e-05
1.439453,-0.16565151,5.32e-05,-5.501e-05
1.44043,-0.19000243,3.741e-05,-4.892e-05
1.441406,2.06315956,3.1e-06,-2.699e-05
1.442383,-1.36089459,-2.018e-05,-1.647e-05
1.443359,-0.48712406,-4.96e-05,9.85e-06
1.444336,1.71987377,-6.787e-05,3.207e-05
1.445312,0.38901735,-0.00010048,4.917e-05
1.446289,0.54293404,-0.00012456,7.119e-05
1.447266,0.08247651,-0.00016111,9.5e-05
1.448242,0.28033067,-0.00018082,0.00011188
1.449219,0.7793929,-0.00020052,0.00013311
1.450195,-0.93870556,-0.00022049,0.00014509
1.451172,0.86218369,-0.0002419,0.00015832
1.452148,-1.37754627,-0.0002748,0.00017594
1.453125,0.25997129,-0.00028998,0.00018583
1.454102,0.25488378,-0.00028983,0.00019146
1.455078,-0.64620531,-0.00030562,0.00019436
1.456055,-0.03463511,-0.00030091,0.00020991
1.457031,-0.6523397,-0.00031736,0.00020645
1.458008,-1.07580561,-0.00030784,0.00021415
1.458984,-0.28779096,-0.00030525,0.00019977
1.459961,-0.97955032,-0.00029824,0.00019094
1.460938,0.36031687,-0.00030185,0.00017551
1.461914,-1.09533934,-0.00030008,0.00016411
1.462891,0.79834499,-0.00027936,0.00016109
1.463867,-1.16895626,-0.00026699,0.00013443
1.464844,-0.48728233,-0.00025333,0.00012852
1.46582,-0.58473101,-0.00024991,0.00011404
1.466797,1.33239195,-0.0002319,0.00010961
1.467773,0.34791856,-0.00022151,9.347e-05
1.46875,-0.30338468,-0.00020507,0.00010468
1.469727,0.51341843,-0.00020288,9.587e-05
1.470703,-2.18487133,-0.00020356,9.113e-05
1.47168,-0.12491461,-0.00018743,9.013e-05
1.472656,2.00721953,-0.00018097,8.239e-05
1.473633,0.0762878,-0.00017188,7.635e-05
1.474609,0.06755522,-0.00017679,7.218e-05
1.475586,0.55509419,-0.00016173,8.999e-05
1.476562,0.90481601,-0.00014539,8.639e-05
1.477539,-2.04296068,-0.00013977,9.003e-05
1.478516,-1.63710618,-0.00012961,9.179e-05
1.479492,0.20580111,-0.00010504,9.66e-05
1.480469,-0.69268232,-0.00010906,8.483e-05
1.481445,1.25182228,-8.097e-05,8.126e-05
1.482422,-0.32414756,-6.483e-05,6.932e-05
1.483398,-1.87931658,-5.302e-05,5.504e-05
1.484375,-1.21919609,-3.217e-05,4.777e-05
1.485352,-2.78979455,-1.146e-05,3.04e-05
1.486328,-0.26157718,1.06e-05,2.04e-06
1.487305,-0.23813331,2.836e-05,-1.684e-05
1.488281,-0.45749239,5.284e-05,-3.61e-05
1.489258,1.00848013,7.721e-05,-5.305e-05
1.490234,1.19156704,0.00010188,-6.258e-05
1.491211,-0.13852988,0.00012598,-8.378e-05
1.492188,-2.17419631,0.00013637,-9.687e-05
1.493164,0.61272241,0.00016728,-0.00011255
1.494141,0.54426509,0.00017792,-0.00013098
1.495117,0.36248351,0.00018144,-0.00014784
1.496094,0.9507054,0.00019881,-0.00015234
1.49707,-1.19377208,0.00020517,-0.00015751
1.498047,1.96618492,0.00021847,-0.00016307
1.499023,-1.01666547,0.00021092,-0.00015974
1.5,0.77585069,0.00021866,-0.00015611
1.500977,-1.69414626,0.00022223,-0.000141
1.501953,-0.92750674,0.00020701,-0.00013055
1.50293,1.58050661,0.00020452,-0.00011901
1.503906,-0.19387159,0.00020833,-0.00010741
1.504883,0.75708665,0.00019147,-9.618e-05
1.505859,0.26955342,0.00018369,-8.221e-05
1.506836,-0.09360395,0.00017005,-7.579e-05
1.507812,1.34062378,0.00016716,-6.879e-05
1.508789,-0.22017029,0.00015488,-6.954e-05
1.509766,-1.86760703,0.00013701,-5.357e-05
1.510742,-0.7296422,0.00013819,-5.628e-05
1.511719,0.57710292,0.00012679,-5.437e-05
1.512695,0.3519737,0.0001296,-5.846e-05
1.513672,-1.59651518,0.00012045,-4.498e-05
1.514648,-0.81004221,0.00012543,-6.303e-05
1.515625,-0.59751919,0.00011982,-5.117e-05
1.516602,-0.38975992,0.00010889,-5.9e-05
1.517578,-1.44259109,0.00010932,-7.218e-05
1.518555,-0.58928866,0.00011022,-6.368e-05
1.519531,-0.66436403,0.00010632,-7.493e-05
1.520508,0.77015652,8.578e-05,-8.992e-05
1.521484,0.79374163,7.524e-05,-8.33e-05
1.522461,-0.12392271,8.261e-05,-7.594e-05
1.523438,-0.393028,5.882e-05,-6.47e-05
1.524414,0.08547073,4.471e-05,-6.324e-05
1.525391,-0.84941685,2.296e-05,-5.963e-05
1.526367,-1.16174828,8.83e-06,-3.166e-05
1.527344,-0.92773284,-4.85e-06,-2.177e-05
1.52832,-0.63434335,-3.793e-05,-1.732e-05
1.529297,-1.15288834,-5.904e-05,8.52e-06
1.530273,0.08533258,-9.18e-05,2.687e-05
1.53125,0.7631884,-0.00012409,4.527e-05
1.532227,-1.58692642,-0.00014683,6.806e-05
1.533203,0.15357707,-0.00017395,9.291e-05
1.53418,-0.23944095,-0.00018943,0.00011803
1.535156,0.35778461,-0.00020558,0.0001429
1.536133,0.12942315,-0.00023212,0.00016456
1.537109,-1.44383289,-0.00025354,0.0001701
1.538086,-1.26579236,-0.00027399,0.00018943
1.539062,-0.0202368,-0.00028325,0.0001956
1.540039,1.10568091,-0.00030534,0.00019717
1.541016,-2.27251156,-0.00031325,0.00019744
1.541992,0.36721864,-0.00030739,0.00020296
1.542969,1.16579344,-0.00031614,0.00020152
1.543945,-0.16255298,-0.0003138,0.000195
1.544922,0.47855244,-0.00030776,0.00019436
1.545898,-0.63548501,-0.00029484,0.00019419
1.546875,-0.13334453,-0.00028959,0.00018873
1.547852,-1.68205494,-0.00028582,0.00017009
1.548828,-2.28130986,-0.00027721,0.00015352
1.549805,0.91739842,-0.00026684,0.00013862
1.550781,-0.96815801,-0.00025512,0.00011595
1.551758,-0.41318908,-0.00024771,9.735e-05
1.552734,-1.36258958,-0.00023782,8.997e-05
1.553711,-1.52050099,-0.00022606,8.66e-05
1.554688,-0.13884843,-0.00021582,8.629e-05
1.555664,-0.73463992,-0.00020929,7.756e-05
1.556641,0.36141478,-0.00018832,8.127e-05
1.557617,0.44704994,-0.00018853,8.552e-05
1.558594,0.2398353,-0.00017727,8.598e-05
1.55957,0.24827053,-0.00018399,8.797e-05
1.560547,1.50911415,-0.00016866,9.246e-05
1.561523,-1.08197678,-0.00016935,8.75e-05
1.5625,-0.04707188,-0.00016506,8.728e-05
1.563477,1.1867337,-0.00014086,8.736e-05
1.564453,1.22329815,-0.00014666,8.949e-05
1.56543,-1.34872203,-0.00013081,8.549e-05
1.566406,-0.26471126,-0.00012093,9.207e-05
1.567383,1.33651386,-0.00010556,8.836e-05
1.568359,0.45228856,-9.448e-05,9.086e-05
1.569336,0.12261244,-6.365e-05,9.355e-05
1.570312,-0.20401046,-4.624e-05,8.274e-05
1.571289,-0.42089992,-2.822e-05,7.529e-05
1.572266,0.34856883,-3.62e-06,4.875e-05
1.573242,-0.28656671,1.847e-05,2.814e-05
1.574219,-0.08789899,4.499e-05,-6e-08
1.575195,0.09035442,7.121e-05,-3.139e-05
1.576172,-0.71259234,0.00010197,-6.329e-05
1.577148,0.5325596,0.00013893,-8.427e-05
1.578125,2.9638581,0.0001517,-0.00010752
1.579102,-1.77108784,0.00019674,-0.00012316
1.580078,0.33009927,0.00021642,-0.00013677
1.581055,-0.74986742,0.00025172,-0.00015839
1.582031,0.49220847,0.00026378,-0.00017333
1.583008,0.06627414,0.00028561,-0.00019042
1.583984,0.76990228,0.00029546,-0.00020343
1.584961,1.22043578,0.00029598,-0.00021805
1.585938,0.22290458,0.00032319,-0.0002255
1.586914,1.12189055,0.00031172,-0.0002252
1.587891,-2.29234949,0.00032009,-0.00022368
1.588867,1.57572758,0.00031216,-0.00021635
1.589844,0.38749871,0.00030813,-0.0002087
1.59082,1.0621868,0.00031054,-0.0001926
1.591797,-1.19664081,0.00030257,-0.00016472
1.592773,-0.84971426,0.00029047,-0.00015977
1.59375,0.22884053,0.00028574,-0.00015288
1.594727,0.08447267,0.00026445,-0.00013388
1.595703,0.3270438,0.00026008,-0.00012966
1.59668,1.16207081,0.00024492,-0.00011892
1.597656,-1.8426712,0.00021876,-0.00011211
1.598633,0.90229755,0.00021772,-0.0001039
1.599609,-0.00789852,0.00021301,-9.903e-05
1.600586,-0.20170718,0.00019488,-9.224e-05
1.601562,-1.48108872,0.00019572,-8.084e-05
1.602539,0.42041897,0.00018647,-8.999e-05
1.603516,-2.35616154,0.00016954,-8.461e-05
1.604492,0.75678992,0.00016501,-8.53e-05
1.605469,-1.42764852,0.00015926,-9.13e-05
1.606445,0.10807976,0.000137,-9.148e-05
1.607422,-0.10779085,0.00012782,-9.513e-05
1.608398,1.12711983,0.00012175,-9.035e-05
1.609375,-0.17500567,9.58e-05,-9.048e-05
1.610352,-0.58818864,8.783e-05,-8.396e-05
1.611328,-0.52431419,6.108e-05,-7.529e-05
1.612305,1.24999003,4.634e-05,-6.635e-05
1.613281,0.59201477,2.834e-05,-4.4e-05
1.614258,-0.32657192,-1.188e-05,-2.539e-05
1.615234,-0.27911152,-2.714e-05,-1.635e-05
1.616211,-1.58033459,-4.984e-05,1.248e-05
1.617188,0.3632191,-8.17e-05,2.155e-05
1.618164,-1.75630905,-0.00011701,4.08e-05
1.619141,0.80733227,-0.00015205,6.491e-05
1.620117,0.08816418,-0.00017187,8.83e-05
1.621094,2.44178204,-0.00020542,0.0001114
1.62207,-1.09502062,-0.00022478,0.00013965
1.623047,0.01438828,-0.00024886,0.00017207
1.624023,1.81433078,-0.000275,0.00018903
1.625,1.18651285,-0.00028455,0.00021194
1.625977,-0.6672933,-0.00031014,0.00023452
1.626953,0.20700275,-0.00031401,0.00023181
1.62793,-0.088336,-0.00032484,0.00023739
1.628906,0.26985322,-0.00033471,0.00024017
1.629883,-0.71157673,-0.00034598,0.00023269
1.630859,-0.16944334,-0.00032999,0.00022588
1.631836,-1.60172739,-0.00033911,0.0002091
1.632812,0.03110968,-0.00033007,0.00020493
1.633789,0.43252561,-0.0003189,0.00019305
1.634766,-0.21516204,-0.00030924,0.00019314
1.635742,-1.61017019,-0.00027721,0.00017682
1.636719,0.96784749,-0.0002705,0.00015858
1.637695,0.36022128,-0.00024379,0.00014313
1.638672,-0.765468,-0.000225,0.00012383
1.639648,-0.28005618,-0.00021242,0.00010555
1.640625,-1.49774659,-0.00020534,7.918e-05
1.641602,-1.07070931,-0.00019021,6.734e-05
1.642578,-0.52434114,-0.00019151,4.082e-05
1.643555,1.2415767,-0.00016427,3.545e-05
1.644531,-0.64786682,-0.00014546,2.895e-05
1.645508,0.76203699,-0.00013841,3.458e-05
1.646484,-0.54539613,-0.00012752,4.523e-05
1.647461,0.23389693,-0.00011449,4.327e-05
1.648438,-0.16264967,-9.603e-05,5.629e-05
1.649414,0.82420045,-9.592e-05,5.612e-05
1.650391,-0.50029805,-7.845e-05,6.248e-05
1.651367,-1.60705913,-8.764e-05,5.635e-05
1.652344,-1.4105273,-7.891e-05,5.643e-05
1.65332,-0.55896097,-7.791e-05,4.665e-05
1.654297,-1.2986208,-5.596e-05,4.459e-05
1.655273,0.32210022,-5.674e-05,4.168e-05
1.65625,-0.48906258,-3.083e-05,3.634e-05
1.657227,2.41855143,-2.785e-05,4.021e-05
1.658203,-1.72780288,5.38e-06,4.507e-05
1.65918,0.2821589,1.904e-05,3.398e-05
1.660156,-1.09016607,4.507e-05,3.424e-05
1.661133,-0.46703624,5.316e-05,1.185e-05
1.662109,0.23615145,8.079e-05,-1.575e-05
1.663086,-2.33025959,9.013e-05,-3.935e-05
1.664062,0.23999999,0.00011377,-7.282e-05
1.665039,1.90233059,0.00012007,-0.00010672
1.666016,-0.37575735,0.00014732,-0.00012648
1.666992,0.25993442,0.00017385,-0.00013077
1.667969,0.99230138,0.00019053,-0.00014317
1.668945,-0.13438258,0.00019942,-0.00014014
1.669922,-0.62203311,0.00021191,-0.00014673
1.670898,-2.24889295,0.00023766,-0.00014908
1.671875,0.66181455,0.00024929,-0.00015806
1.672852,-0.12269886,0.00023508,-0.00015508
1.673828,-0.98421309,0.00024909,-0.00016432
1.674805,0.05173343,0.00022908,-0.00017363
1.675781,-0.57548036,0.00020814,-0.00017639
1.676758,-0.55171177,0.0001999,-0.00016453
1.677734,0.75031581,0.00020276,-0.00015743
1.678711,-1.33054154,0.00018907,-0.00013772
1.679688,1.01730576,0.00018622,-0.00011639
1.680664,-1.46704017,0.00015988,-8.967e-05
1.681641,-0.5970154,0.00015457,-6.334e-05
1.682617,1.90533309,0.00013859,-5.264e-05
1.683594,1.08753515,0.00012163,-3.234e-05
1.68457,0.11452605,0.00010327,-1.879e-05
1.685547,-0.90783737,8.568e-05,-1.727e-05
1.686523,-0.49737278,7.086e-05,-1.216e-05
1.6875,0.07426913,5.496e-05,-1.168e-05
1.688477,0.04553343,4.082e-05,-1.23e-05
1.689453,-0.07919518,3.593e-05,-1.365e-05
1.69043,-0.01390558,1.471e-05,-4.92e-06
1.691406,-0.19299555,6.6e-06,5.26e-06
1.692383,-1.38690757,1.994e-05,1.069e-05
1.693359,-0.51367203,4.68e-06,1.504e-05
1.694336,0.87352378,2.98e-06,1.5e-05
1.695312,-1.37559483,-4.35e-06,2.359e-05
1.696289,-0.15162643,-1.308e-05,5.26e-06
1.697266,-0.90964924,-2.812e-05,3.4e-07
1.698242,0.02174574,-3.456e-05,-1.665e-05
1.699219,-0.34242695,-3.915e-05,-1.321e-05
1.700195,1.55388388,-5.448e-05,-2.155e-05
1.701172,0.44292025,-6.154e-05,-1.221e-05
1.702148,-1.30674821,-7.689e-05,-4.88e-06
1.703125,0.65112352,-7.957e-05,2.262e-05
1.704102,-0.78777642,-9.955e-05,4.248e-05
1.705078,-0.56162253,-0.00012309,5.067e-05
1.706055,0.2487638,-0.00012571,7.392e-05
1.707031,-0.54746088,-0.00014156,7.695e-05
1.708008,0.87769733,-0.0001692,9.375e-05
1.708984,-0.78182514,-0.00017827,0.00010011
1.709961,-0.67560286,-0.00020879,0.00011543
1.710938,-0.61663705,-0.00021644,0.00012181
1.711914,-0.58664977,-0.00022381,0.00013638
1.712891,1.07796635,-0.00024404,0.00015118
1.713867,0.64301924,-0.00025148,0.00016163
1.714844,1.70345749,-0.00025318,0.0001783
1.71582,2.30978474,-0.00024215,0.00018818
1.716797,-1.0776854,-0.00024563,0.00020109
1.717773,0.0001048,-0.00023178,0.00020929
1.71875,-1.19178835,-0.00023836,0.00019611
1.719727,-0.77457494,-0.00023913,0.0001718
1.720703,-0.69251542,-0.00023243,0.00015867
1.72168,-1.12698448,-0.0002195,0.0001298
1.722656,-1.04271433,-0.00021907,0.00010875
1.723633,-0.18241472,-0.00019338,8.886e-05
1.724609,-1.28980655,-0.00017267,7.584e-05
1.725586,0.89070143,-0.0001459,5.78e-05
1.726562,-0.94954446,-0.00011155,6.387e-05
1.727539,2.8674257,-9.952e-05,4.486e-05
1.728516,-0.44995184,-8.889e-05,5.072e-05
1.729492,0.08684945,-6.505e-05,3.58e-05
1.730469,-1.30598352,-4.46e-05,2.201e-05
1.731445,1.57248812,-3.67e-05,-1.76e-06
1.732422,1.06229935,-2.049e-05,-1.765e-05
1.733398,0.29059037,-1.753e-05,-3.563e-05
1.734375,-1.32844995,-1.049e-05,-4.216e-05
1.735352,0.12061326,-9.69e-06,-4.305e-05
1.736328,-1.1241282,7.06e-06,-3.103e-05
1.737305,1.40588468,4.98e-06,-2.453e-05
1.738281,0.82100045,2.672e-05,-1.57e-05
1.739258,0.09446282,3.012e-05,2.97e-06
1.740234,-2.39896382,3.241e-05,1.861e-05
1.741211,-0.92973511,4.977e-05,2.246e-05
1.742188,0.71085679,5.755e-05,8.28e-06
1.743164,1.25617736,4.987e-05,7.81e-06
1.744141,1.09154112,6.57e-05,-1.225e-05
1.745117,-1.44995812,5.4e-05,-2.236e-05
1.746094,0.24022322,6.573e-05,-3.929e-05
1.74707,0.98895937,8.447e-05,-3.772e-05
1.748047,-1.6129806,9.948e-05,-4.641e-05
1.749023,0.02997125,0.00011512,-5.111e-05
1.75,0.29836706,0.00013794,-5.391e-05
1.750977,-0.2667836,0.00015179,-5.455e-05
1.751953,-1.95700322,0.00016849,-6.954e-05
1.75293,-0.24572707,0.00018424,-9.291e-05
1.753906,-0.33756491,0.00018795,-0.00011347
1.754883,-0.08538094,0.00019806,-0.00012908
1.755859,-0.66579532,0.00020013,-0.00015542
1.756836,-0.43010202,0.0002008,-0.00016797
1.757812,-0.06806084,0.00021536,-0.00017561
1.758789,0.4712428,0.0002232,-0.00019161
1.759766,-0.28847227,0.00022071,-0.00016704
1.760742,-0.39122997,0.00021518,-0.0001627
1.761719,0.03906974,0.0002046,-0.00014671
1.762695,-1.92378252,0.00019761,-0.0001253
1.763672,0.4679694,0.00019066,-0.00011486
1.764648,0.02436013,0.00015255,-0.00010844
1.765625,0.08947342,0.00014189,-9.812e-05
1.766602,0.96830602,0.00012455,-8.657e-05
1.767578,-2.01703054,8.996e-05,-7.04e-05
1.768555,-1.96842067,7.485e-05,-5.396e-05
1.769531,0.40518915,5.076e-05,-4.135e-05
1.770508,0.07570758,1.86e-05,-2.205e-05
1.771484,0.02050978,8.31e-06,4.79e-06
1.772461,-0.45893975,-1.326e-05,3.173e-05
1.773438,0.71125648,-2.396e-05,5.353e-05
1.774414,0.92346443,-3.841e-05,6.831e-05
1.775391,0.46083123,-5.538e-05,8.643e-05
1.776367,-0.27426168,-7.245e-05,8.523e-05
1.777344,-2.07990407,-8.62e-05,9.071e-05
1.77832,0.71144698,-0.00010991,8.344e-05
1.779297,1.28154163,-0.00011568,7.54e-05
1.780273,0.64174093,-0.00012875,7.303e-05
1.78125,-0.9266914,-0.00012286,7.116e-05
1.782227,0.73036995,-0.00012707,7.741e-05
1.783203,0.78278112,-0.00012653,7.115e-05
1.78418,1.53087894,-0.00011828,7.938e-05
1.785156,-0.90487573,-0.00012728,8.445e-05
1.786133,-0.11857476,-0.00012769,8.462e-05
1.787109,0.71280287,-0.00012799,7.47e-05
1.788086,-0.05102443,-0.00013845,6.72e-05
1.789062,-1.14660364,-0.00014277,6.162e-05
1.790039,0.43753887,-0.0001364,4.492e-05
1.791016,0.61811555,-0.00015357,4.245e-05
1.791992,0.20251484,-0.00015537,4.045e-05
1.792969,0.29037783,-0.0001515,4.723e-05
1.793945,-0.24924993,-0.00015331,6.369e-05
1.794922,1.43342429,-0.00014487,6.977e-05
1.795898,-0.81897365,-0.00014775,9.335e-05
1.796875,-0.60586631,-0.00015215,0.00010074
1.797852,-0.02213194,-0.00014286,0.00010837
1.798828,0.85796752,-0.00014651,0.00011337
1.799805,-1.56038637,-0.00016123,0.00010842
1.800781,-1.33369584,-0.00015422,9.888e-05
1.801758,-2.04945816,-0.00016153,9.127e-05
1.802734,0.06946073,-0.00016147,7.619e-05
1.803711,-1.13783382,-0.00014191,7.849e-05
1.804688,-0.44832669,-0.00014409,6.365e-05
1.805664,0.58067887,-0.00013446,7.996e-05
1.806641,-0.6309975,-0.00011796,8.323e-05
1.807617,0.23493644,-9.789e-05,8.91e-05
1.808594,-0.32723006,-9.19e-05,8.956e-05
1.80957,0.64859263,-7.748e-05,7.68e-05
1.810547,0.49467613,-5.883e-05,5.716e-05
1.811523,-0.62196357,-6.145e-05,4.882e-05
1.8125,-0.20790742,-3.841e-05,1.422e-05
1.813477,1.04821685,-4.534e-05,-1.012e-05
1.814453,0.44159555,-2.759e-05,-1.282e-05
1.81543,-1.43601492,-2.378e-05,-2.739e-05
1.816406,0.65483148,-8.12e-06,-4.153e-05
1.817383,-1.0865225,1.968e-05,-3.808e-05
1.818359,1.34653073,3.174e-05,-2.724e-05
1.819336,1.03257744,4.57e-05,-2.613e-05
1.820312,0.29147276,4.224e-05,-2.017e-05
1.821289,0.18516382,5.332e-05,-8.95e-06
1.822266,-0.26875454,6.695e-05,-1.214e-05
1.823242,0.67902565,7.173e-05,-2.826e-05
1.824219,-0.30125146,6.422e-05,-3.981e-05
1.825195,0.34010644,6.636e-05,-4.654e-05
1.826172,0.93634848,6.529e-05,-5.925e-05
1.827148,-0.62103495,8.638e-05,-6.69e-05
1.828125,-0.59349647,8.082e-05,-6.608e-05
1.829102,-1.21867667,9.236e-05,-5.038e-05
1.830078,-1.05018731,0.00010178,-4.086e-05
1.831055,-1.86725206,0.00011641,-4.014e-05
